,review_id,user_id,business_id,stars_x,date,text,useful,funny,cool,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars_y,review_count,is_open,categories
10,aDQTNRj-vO8CQSpL_gRA3w,_5YDyy6yV52GTBWLMxLxow,2weQS-RnoOBhb1KsHKyoSQ,4,2017-02-07,We went during the middle of brunch and start of lunch so we got to try a bit of both. We were impressed by the food and the selection. The dessert bar was amazing; especially the gelato spinner! We also felt like we were eating with Alice in Wonderland because the decorations were so cute!,0,1,1,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
11,Of9Xfj8xgqIh7ZRNjusf4g,mmgiD9RKnAasJorjSqmpNA,2weQS-RnoOBhb1KsHKyoSQ,4,2008-01-15,"Best buffet on the strip hands down.  There is everything you could ever want to eat....a yelper's paradise :)

The main draw would be the crab legs.  (check out my pics)

Try it and you won't be disappointed!",2,0,1,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
12,diMEXyltls2C9OVTVyHNpg,xCwl6kCArFBGHQP2EFFv_w,2weQS-RnoOBhb1KsHKyoSQ,2,2015-07-23,"I used to be a fan no more. Management needs to remind some of the servers @ the food stations that hospitality is not recommended but required.  And the food -- what happened? I used to go for the prime rib. The meat was so hard, I could have used it to wash my pots.   I'm done with buffets. Pay the extra money, go to a nice sit down restaurant.",0,0,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
13,0FXwkdkd2_11_QTA4EvCVQ,tiefKGyzBS3gBPCD2RplwA,2weQS-RnoOBhb1KsHKyoSQ,5,2010-03-08,This is the best Buffet in VEGAS!!! Every time I think about this place my mouth waters... Everything was so delicious and the atmosphere was really beautiful.,0,0,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
14,ZGqli6idyoo88izKnQqh2w,ZwjkwLFbjYB0NFcZfaZMYA,2weQS-RnoOBhb1KsHKyoSQ,2,2012-03-11,"Don't waste your money. Being the Wynn I expected fabulous. I got average at best. Quality is ok, selection sucks. Who knew you could split a crab leg into such a thin sliver. Was a waste of my money, wish I had gone to the rio seafood buffet.",0,0,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
15,Oss_eCPWN8fI7xMVHAOCVA,xkGP6IEypSiyGziN7w1KAw,2weQS-RnoOBhb1KsHKyoSQ,5,2009-09-15,Heart! Love! Yum!  Definitely my favorite buffet in Vegas!! =D,7,5,7,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
16,MCSFQi4gGaofOQcgDMNn7Q,klDdLy2ATmmsuE0UTJWG7Q,2weQS-RnoOBhb1KsHKyoSQ,3,2008-05-26,"This buffet was a little on the pricey side, for 2 people for the dinner buffet was $55 on a weekday.  There wasn't as many choices as I thought there would be.  

Though my bf did like the crab legs, so I guess if you're into that then come here.  The strawberry cake was good.  

But if you want a good buffet with more selections for a decent price you should go elsewhere.",1,0,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
17,paRzjY3RCd5FGivF2mGEvQ,6YYpJ59jfFCUHkGOpu2NTA,2weQS-RnoOBhb1KsHKyoSQ,3,2014-06-03,"Went for breakfast on a Friday morning. Overall, it was pretty good. We didn't have to wait which was nice and unusual for this buffet. Service was solid but truth be told...they didn't have a lot to choose from. Maybe it's because it was breakfast and the lunch and dinner are better. The omelet station was on point but they didn't offer a lot of choices for people looking to avoid gluten or potatoes. The Bacchanel at Caesars was much better in my opinion.",0,1,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
18,oyDpQiB01ip1Jrsn1lrH8Q,2EKtvzdU71rp1Zf4Cf8pwg,2weQS-RnoOBhb1KsHKyoSQ,5,2014-09-15,"I only ate here for brunch and let me tell you I was NOT disappointed!! The restaurant is beautifully decorated and the food, oh my...the food was unbelievable.  By far, the best brunch I have ever and probably will ever go to.  They had such a gigantic array of food that I got overwhelmed just looking at the different dishes.  They even had whole turkeys and prime rib that you could choose from, fresh ice cream - not the vending machine kind.  Everything tasted fresh and you could tell that it was quality food.  Some other buffets lack in taste because they have to cook such a large quantity, but not here.  Seriously, words can't describe how much I recommend this buffet.  My cousin said that you have to go to the Saturday brunch, since any other morning they only serve breakfast items.",0,0,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
19,jBDbZOTM54Fh4k2FPr_wwA,cyc8CQfiZ8NKd4bC-Wu2Ig,2weQS-RnoOBhb1KsHKyoSQ,5,2017-03-07,This buffet is truly as good as it gets. I haven't been to many Vegas buffets but this place set the bar very high. They have literally anything you can think of and all the food is of very good quality. I was especially impressed with the dessert selection. Top notch!!,0,0,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
20,JX0XIV1OiflypYd_Krhskg,zSCRKfp_pacaBB1Ujogc2Q,2weQS-RnoOBhb1KsHKyoSQ,5,2015-01-01,just enjoyed brunch at the Wynn Buffet! all i can say is we are full! Food was descent and deserts were really good!,0,0,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
21,WSeUAI88yoF-ZekURcfSeg,tUd2Hjbj-qPRcJj5HmnzTw,2weQS-RnoOBhb1KsHKyoSQ,5,2017-09-16,"The Buffet at Wynn is one of the best restaurants with an enchanting ambiance, out of all of the buffets on the Strip. Near the entrance, you will see a bunch of fresh, vibrant flowers surrounding a limited amount of tables which is the garden section. Upon request, anyone can sit here. My family and I had came here on a Thursday night just in time for dinner hour ($38.99), and had the opportunity to sit there, and we loved it! The weekend price is a dollar more, breakfast ($20.99) or lunch ($25.99)

They offer a variety of cuisines that range from Asian, American, Italian, Indian, and Latino, had a few made-to-order sections, and also a salad bar. My picks were more of the American-Italian and seafood options, such as the meatloaf, pasta, mashed potatoes, shrimp cocktail and baked salmon. The meatloaf was cooked just the way I like it, it had a soft texture, and seasoned well. Pasta was creamy and delicious, and the seafood was fresh. I also added corn and broccolini to balance out my meal, which were both cooked nicely, since I am not fond of tough, under-cooked vegetables.

Onto the desserts, my favorites were the raspberry cheesecake, chocolate lava (highly recommend) , and these edible cones topped with icing and a gummy candy. I also chose lychee ice cream and cookies and cream. They weren't overly sweet, both were on the light side.

I was able to leave satisfied. It is a pricy buffet, but you get exactly what you paid for in terms of quality and ambiance. I felt that I received my money's worth not only by the amount of plates, but how much each food on my plate was worth if sold elsewhere individually. Go give Wynn's Buffet a try!",9,5,9,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
22,Gjfj5xN_UrhEx5lO2QwbTQ,IK02IW1eN9Pmbn4jzy1bRw,2weQS-RnoOBhb1KsHKyoSQ,2,2013-02-03,"This buffet was very overpriced at $90 for just two people. The staff was friendly, though, and we were pretty quick to be seated. Food looked nice and tasted okay.

Our experience was ruined, though, because I GOT FOOD POISONING. This is the last place I would have expected something like that to happen. I ate there on a Friday and it ruined my whole weekend, since I was throwing up for a lot of it.",0,0,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
23,yFLlEJYW5cmgQpbIsEd-kg,IRjf7yjutN0hJo8Kl_d6ow,2weQS-RnoOBhb1KsHKyoSQ,2,2016-03-07,"I have to say this place is far more worse than other buffets, crab's legs are salty, bbq are not juicy at all. Oysters are in fresh. Not recommended",0,0,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
24,veReayA8VETxhJbHfVseuQ,cGbFzWzUEvmsxr7isk4vpw,2weQS-RnoOBhb1KsHKyoSQ,5,2017-07-12,"The place is classy, presentation of the buffet is exceptional, has a nice atmosphere - it's bright and colorful inside and good lighting.  The lunch is value for the money, the incredible desert selection alone will pay for the entry.",2,1,1,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
25,TkRdT4Hu8JLt0Kuf4vX5VQ,yz0s55qwi_WqVjmbyZ9ICw,2weQS-RnoOBhb1KsHKyoSQ,3,2011-11-25,"I'm not a buffet person, but it came with the stay. I like that the foods were spread out so diners had plenty of space to see and serve their food.

The quality of the food varied. The positives included the crab legs, swordfish, and veal shank (although I was very careful to pick the best looking pieces from the chafing dishes). The negatives were the dry prime rib (yes, very sad for the old Vegas buffet tradition), the drier salmon en croute, the soggy fried chicken, and the soggier Italian corn cake. Too bad there wasn't some way to just have my favorites and nothing else.

The drinks were really good. The blueberry comso and the white sangria were high-end concoctions, but little light on the pour. The waiter was nice to let us know which beverages were included and not. Obviously, these alcoholic drinks aren't covered in the pre-paid base fee. The waited also clears the plates, but doesn't replace silverware.

They've done a nice job with the dessert buffet. It's a far cry from squares of Jello like at cafeteria buffets. The selection is large and most of it is above average. It was also nice that the desserts were cut into small portions so more could be tried.

Although expensive for Vegas standards ($32 on Monday dinner when I was there and $32 for brunch), it's not compared to brunch buffets at Ritz-Carlton Hotels which are double in price. Sure, the Ritz-Carlton's are better, but not twice as good. Everything is relative.",0,1,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
26,U25n103Z6aM4k0AZdLIERQ,3RTesI_MAwct13LWm4rhLw,2weQS-RnoOBhb1KsHKyoSQ,4,2014-03-07,I was recommended to try this Buffet over the Bellagio Buffet and I wasn't disappointed!  This buffet has a wide selection of different tasty cuisines and the best selection of desserts you can ask for...from gelato to creme brulee! I'm always satisfied with this place!,0,0,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
27,DrdEDS8oZkakpdlp6pdRSw,_Fkd9rWzu6gk9p3gYE_9Lg,2weQS-RnoOBhb1KsHKyoSQ,3,2014-04-15,"Good: Variety, ambiance, friendly staff. It's a huge restaurant but how they divided up the  space makes each dining area cozy.

Bad: We waited about 30 minutes in line and when we got in, there were plenty of empty tables. They need to figure out a way to sit customers faster instead of keeping them waiting in line.

Ugly: Do not eat their sushi \/ rolls. Worst I've ever had.

Definitely overrated. Comparable to Hometown Buffet.  Good thing we had 2 free tickets.",0,1,1,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
28,_TzpttOk3gvfB-qsjJ5s-g,G1J-MuWmwt3PMfkSga1k-A,2weQS-RnoOBhb1KsHKyoSQ,5,2014-05-14,"By far the best buffet I have ever been to!

I'm not kidding or sugar-coating.  It was so good.  I recommend their meatloaf.  The sauce on it was amazing.  The whole buffet really is amazing.  I also recommend the ceviche and the desserts are to die for.

There is generally a bit of a line, like most buffets, but it moves fast.  Its a little expensive, I think like 40 bucks a person, but for what you get it is well worth it.  I make a point to take my family here every time they are in town.

The decor is beautiful, as is all the decor in the Wynn.",2,0,1,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
29,YveQOUkdul33ZdlBb57q4Q,7pAwEaOzMHRKumRXlryRiw,2weQS-RnoOBhb1KsHKyoSQ,4,2009-06-03,Really nice hotel... the buffet is a little pricey but definitely worth every cent. I loved the hummus and the indian rice with nan,0,0,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
30,9zoXAOXiDBRWS00AdcVC_Q,HlGfj_-jKnyQiJ4RSjkhfw,2weQS-RnoOBhb1KsHKyoSQ,5,2015-09-20,"It has finally happened - I've been moved to write my first review!  I've always known this buffet to be the most friendly buffet for my vegetarian ways, but today it was elevated to a new level. I asked my server about a particular item on the buffet and before I knew it I was being guided on a personal vegetarian tour of the buffet by a chef.  He walked the entire buffet with me going over every item that was veg or vegan. The item I asked about (vegan bolognese) is no longer served, but that was no problem- they would make it for me!

The taco bar would also make tofu or garden burger tacos on request. Want rigatoni without meatballs?  No problem. Want a vegan pizza? Done. Don't forget about vegan ravioli.  Of course this is all in addition to the clearly marked vegan soup they always have. 

If you are veg in Vegas and want a buffet you really can't go wrong here. The thing that is most impressive here is when I ask ""does this have meat in it?"" The answer is always confident.  If the person behind the line does not know, they will find out for you.",0,0,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
31,iAmUSsNC19gcvqVK_6fObg,gMMsJxNIZ4FM48kIobwYtg,2weQS-RnoOBhb1KsHKyoSQ,2,2016-05-01,"I would say this is more like 2.5 stars and don't waste your money if you are looking for delicous meat dishes. 
Tried multiple items:
Lobster bisque- good
Fried Chicken tasty
Prime Rib- all over cooked (horrible gray)to the point there was no flavor
Quail- same as the prime rib little to no flavor and overcooked
Duck-overcooked
Needless to say I tried multiple meat dishes and had them discarded because the dishes were bland and overcooked. 
When we notified the staff, the wait staff was very cordial and sent over a manager. The experience with the manager was probably the least ingenuine display of empathy in her eyes even though the words coming out of her mouth made it sound like she cared. Either way you get a sense that your feedback is going in one ear out the other.
Overall this buffet does not really have anything that really sets it apart from say the Caesar or M resort buffet other than the beautiful ambience.
Caesar definitely has a better selection of meat dishes and they are more flavorful and not overcooked.",0,0,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
32,fnhFksyUB4E9qaWyVSGWbw,V8uE2ph7i_HMm_Yu0JsiOA,2weQS-RnoOBhb1KsHKyoSQ,4,2017-08-14,"I don't think this is the best buffet on the Strip, but it's so pretty to every single detail. The atmosphere is amazing, and the service is good. My boyfriend and I came in for lunch on a weekday, with tax it's only $60.00 for 2 so it's very reasonable (for a Vegas buffet). Ah, my boyfriend was wearing a bro tank so we had to buy a Wynn T-shirt otherwise they won't admit him. The food is not that many compare to what I thought & other places. But 80% of the food is very high quality. Check it out~",0,0,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
33,LQLSYWYciNhDSDXDB8mb9w,V9PYMYF-lr8GRqWH1O43yQ,2weQS-RnoOBhb1KsHKyoSQ,3,2016-06-13,"Vegas, please step up your game. 

I'm not sure what I ate here that was special. Your lychee ice cream was good, but shouldn't be the only star of the meal. 

5 of us girls came here for brunch and I was not amazed. The steak was okay, and sort of salty. The mac and cheese was also okay, but nothing wow. I did like their asian selection - shaumai, shrimp dumpling, porridge with black egg and pork sung - yum. 

Something else I enjoyed was their green tea chia seed dessert puree. It was coconuty and had a very refreshing chill and flavor. Another star of the desserts section! 

I did have some of their stir fried veggies and green beans as well and those were fresh. 

Other than that no honorable mentions. The lobster quiche was horrendous - it tasted like rotten egg with itty bits of lobster. The sushi section looked like below average sushi buffet - so I didn't even bother. Fried clam meat? Hardly any clam in the batter - all flour. 

They had this raw tuna sitting in coconut liquid in the sushi section - not sure what that was supposed to be. The japanesey salad in that section was also disappointing. 

Like I said there were more mehs than wows. If you're sitting with a group and the food isn't amazing - I don't care what your place looks like but that's a shame. Not fooled by fancy decor if you're not wowing my taste buds!!",0,1,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
34,EXBjD8-k7lczH1pVn2wdyA,LVtiHvoEwCPVtZWSbszXXw,2weQS-RnoOBhb1KsHKyoSQ,3,2014-11-26,"The husband and I wanted to hit up a few good buffets during our stay. We received mixed reviews for the Wynn buffet, but found it easy to eat at since we were going to watch le reve. After standing in line for about 20 mins (on a Tuesday around 7pm) we were seated. The entry way is gorg but lead back the buffet area the decor seemed a bit outdated, but still very nice.

The food experience - I just didn't find anything special. The food is all good, but nothing was drool worthy.  They have salads, american, Italian, grilled foods, ramen station, asian and seafood. It was a great variety, but like I said nothing stood out. My favorite was the dessert bar. It had a good variety.",1,0,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
35,nFehO1vz7iIJcnkU00Wxpg,4c476nX33LrEFvtNToF4Ow,2weQS-RnoOBhb1KsHKyoSQ,3,2007-12-30,"The 2 hour wait plus the $50 price tag for this buffet was not worth it. Even after the 3 creme brulees I ate.

I blame Frank K.",4,13,5,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
36,55PPPjGYaG8UzRYpugmkJg,NRN_uy7YszC3pUwT70SQMw,2weQS-RnoOBhb1KsHKyoSQ,3,2016-10-18,"食べ放題レストラン。
いろいろ種類があってどれも美味しい方だとは思うが、コストパフォーマンスは北海道バッフェの方が良い感じ。味はもちろん、北海道バッフェより良い、高いわけだし。
ラスべガスだと他にも良いホテルバッフェがあるので、そちらに行っても良いかなという印象です。今回はホテルが北の方だったので、近くて便利でした。",0,0,1,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
37,RWctfbACvJJFXRIh9icx8g,GuH_J2msdShmN7B3zqH15w,2weQS-RnoOBhb1KsHKyoSQ,1,2016-12-26,"DO NOT GO TO WYNN THE BUFFET ON CHRISTMAS DAY.

12\/25\/16 Sunday:
My party of three entered the line at 4:18 p.m. Still waiting at 7:35 p.m. yet a few feet away from the cash registers and another 30+ minutes until we'd get seated, we stormed out.

TIME WASTED: 3.25 HOURS

Before entering the line, we asked and were told it was going to be a 2 hour wait. In reality, it was 3+ hour wait (2 hrs in the outside line, 1 hr in the inside line, they later told customers). While we waited, staff handed out small water bottles, which people littered all over the ground and railings. (How come nobody cleaned up this stuff? Thought the Wynn was classy, not trashy.) The Wynn's slow and spotty WiFi made the wait worse. Complained to the manager Rhonda (sp?) about the 3+ hr wait and she only apologized and told us that it was a 15 minute wait from where we stood a few feet from the registers. COMPLETE UNDERESTIMATION. There was a giant crowd of people from our regular wait line \/AND\/ the express line, standing by the cash registers still waiting to be seated. No end in sight.

We had a show to catch at 8:30 p.m. at Planet Hollywood. So we left without eating. Not surprising as a group from a couple families behind us did the same, as well.

We will never return to the Wynn to eat and will be writing a formal complaint. No buffet is worth this nonsense. Thanks for ruining our Christmas.",4,2,0,"""The Buffet""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1268872232,-115.165590048,3.5,4018,1,Buffets;Restaurants
