,Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
15,9562910334,1984,,,,0/0,4.0,939686400,Awsome made up world type of book.,"I read 1984 for a book report. It is really interesting and doesn't make you bored. It is kind of disapointing in the end, but it is the most creative book i have ever read. Im 14 and i really enjoyed this book."
16,9562910334,1984,,A3DKP67DK28RUB,"asphlex ""asphlex""",0/0,5.0,1008547200,a concentrated narrative . . .,"1984 is a lovely book. In it we find bland descriptions choreographed with a rhythmic, powerful force of language and an internalized graphic depiction of a mind on the brink of rebellion.It is false to claim that this is a 'probable future', as many of the issues and threats of the time of the prophecy have come and gone and been resolved by the evolution of society. But the meaning is lasting, regardless of your meaning of oppression.There tends to come a time in life when everyone feels oppressed, trapped by the state of the world and angered over their perceived restrictions. In the case of this novel the specifics of the dictatorship are agonizingly detailed, the interest maintained by Orewell's natural story-telling abilities and spectacular wit. But the meaning is meant to go deeper, filtering away the extremist exaggeration of the satirist and searching for clues in the muck of human nature.These issues are timeless and therefore the threat of 1984 will never likely go away. There will always be either a real or perceived oppressor and there will always be a basic human instinct to rebell. Nowhere is this principle more lucidly articulated than in 1984."
17,9562910334,1984,,A5R39GO609ZRM,"Ashish Patel ""Jersey Bird""",1/1,5.0,1178582400,a must read,"one of the best books i've ever read. makes you think about what is true and what isn't. though written in the 50's i believe, the concept can be applied to the present and the future."
18,9562910334,1984,,A3TUTAUY04A63Z,Krishna Motukuri,0/0,5.0,944179200,A must read,This is one of the few books I think everyone should read at one point or another of their life. I read this book about 7 years back and I think it does an amazing job of narrating the harrowing experience of people under an oppressive regime.
19,9562910334,1984,,A33FTIJPUKFPTK,Jeff,1/1,5.0,1101686400,1984,"1984 by George Orwell is an excellent novel that displays the possible horrors of a `utopian government'. The novel takes place in London, a large city in Oceania. The main character is Winston, and he is able to see the lies of The Party, which rules the nation.Throughout history, Oceania has been at war with either Eastasia or Eurasia. The Party uses censorship to revise history to make look as if Oceania has been at war with Eurasia and allied with Eastasia, or vice versa. Winston is employed by The Party and his job is to change these past records.Along with censorship, The Party uses techniques like newspeak and doublethink to control the masses. Newspeak is an effort by the government to create a very simple language that is dull and not descriptive. This `lean' language is designed to minimize the brain use of Oceanians. Doublethink is another effort of The Party to control Oceanians. Doublethink is a technique taught by The Party that requires people to believe things that they know are not true. For instance, a citizen may know for a fact that Oceania was at war with Eastasia only a few years ago, even though The Party insists that Oceania is an ally of Eastasia and always has been.Winston begins to question the greatness of The Party when he sees how blindly some people can follow the party. This really struck Winston one day during the `two minutes hate', in which The Party shows enemies of Oceania on the telescreen, and all of the Oceanian citizens scream at the person on the screen. Winston is bothered by this, and gains a deep desire to `bring down Big Brother'.This book is an excellent read for people of all ages, and can show the dangers of government intervention into personal life."
20,9562910334,1984,,A3PES3V8TBTRVK,Cynthia Lyles,1/1,5.0,1354320000,It is nice.,Everyone should read this book. It has a lot to teach us about today's society. I love George Orwell! (:
21,9562910334,1984,,AUDWSMF9R8ON9,"Alvaro Basulto Vila ""Loraine""",0/0,5.0,1315440000,great novel,I enjoyed this novel so much! I'm still reading it but it is so engaging that I can't put it down. George Orwell was a great writer and he always had that vision of the future that was truly amazing. It is a sin not to read this novel!
22,9562910334,1984,,A1SL93ZIONY4Y5,Sochele Sanchez,0/2,4.0,1089590400,Hummm....interesting,"I am not going to summarize the book becuz I am going to leave it up to the 1000 people who did the review of the book before me. This is a pretty good book, I probably wont read it again but it was still good. I love Orwell's pessimistic view on life it is some what enlightening. He is a realist and I entirely respect that he doesn't sugar coat anything or wrap it up in happily ever after. well any who read this book if you would like a shot of reality to the head."
23,9562910334,1984,,A2Y10DWNT2X4XB,Kevin Black,3/3,4.0,1168473600,Execellent book for Students of Philosophy and Politics,"I found Nineteen Eighty-Four to be genius in the respect that it is absolutely consistent, and original in some cases, in detailing the State's efforts in gaining total obedience from its victims. Most importantly, Orwell acknowledges the means of gaining unquestioned obedience: annihilating man's reason and independent thought, which in turn erodes his will to live by his own efforts. Despite some minor inconsistencies in the plot, Orwell's theme about man's struggle to live in a totalitarian state is an intense, emotional experience.Cleverly labeled concepts such Newspeak, Doublethink, Thoughtcrime, Sexcrime, etc, are an interrelated, systematic means of destroying man's ability to reason and observe existence objectively. Objectivity is the means of identifying and differentiating percepts from reality, which are then condensed into concepts. Without objectivity, concepts cannot be formed; without concepts, language is not possible. Big Brother recognizes this fact and works backwards by manipulating language to shape concept formation. The resulting oversimplification of concepts and ideas eventually leads people to question their observation and knowledge. How will one discern the real truth? By relying on an outside authority: the State.The obliteration of the mind is compounded day by day by the harsh, desolate environments and the endless repetition of propaganda. Dependence, anxiety, and helplessness soon replace independence, confidence, and strength. Students of philosophy will no doubt see the State's stance on gaining knowlegde, ethics and politics similar to that of Plato, St. Augustine, the Medieval Church, Calvin, Luther, Hegel, Marx, etc.Finally, Orwell states the real reason for gaining man's obedience: power for the sake of power. Orwell is consistent: Big Brother does not pay lip-service to man's supposed base and evil nature. No, the state wants obedience because it can take it. This is the politics of, as Ayn Rand once stated, ""might makes right.""Of minor point, there are some minor inconsistencies in the plot. One must ask the question: how can citizens/automatons, who are constantly conditioned to be totally intellectually and perceptually dependent on the State, run a quasi-technological industry by their own independent reason and actions? Despite this, the overall point of an omniscient and omnipotent State is understood.Nineteen Eight-four is an excellent book if one wants to observe the effects of the loss of independence and freedom on individuals. One noteworthy point: Orwell, an avowed socialist, indirectly attempts to distinguish socialism from communism or fascism. Throughout this work he demonstrates the essential need for objectivity and reason in man's life. Despite this, there is no objective reason to believe that man is his brother's keeper and that he must surrender the fruits of his labor under threat of government compulsion. History demonstrates socialism (government control of personal property) as the transitional period from some governmental controls to total control. Observe as evidence the fall of Rome to the Dark Ages, Czarist Russia to Soviet Russia, and Weimar Germany to Nazi Germany."
24,9562910334,1984,,A3B1UAWVJX3I7B,"A. Kodadek ""Alicia""",1/1,5.0,1017014400,Everyone should read this book,"This is one of my favorite books. I read it again every few years. This is such a scary look into what the future could be. I can't imagine what ran thorough peoples minds who read this book when it was first written in the 1940s. They must have held great fear for what was to come. Since I was 7 in 1984 I, obviously, did not read this book until well past that year.The world that this book describes is a scary place that none of us can begin to fathom living in. Upon reading the first few chapters it was odd to me that people existed in this world without striving for change. Upon finishing the book, I can state that I quickly saw how overpowering the government was and how things would most likely be impossible to change.Lastly I want to add that the scariest part of all is that some of the ideas in the book no longer seem so &quot;out there&quot;."
25,9562910334,1984,,A1ZDTIVZA9R8G4,"Seth G. Macy ""friendship alliance""",2/5,5.0,1168560000,Winston Smith 4 Life,"1984 was a successful record not only because it contained solid, catchy hard rock, but also because it incorporated synthesizers into the mix, the first metal album to do so to any serious extent. Although the advances in electronic music make this material sound dated now, it's still a highlight of Van Halen's career. Songs like ""Jump"" contain a pop element that gave 1984 mainstream appeal, and David Lee Roth turned the frontman role into an art form on songs such as ""Panama,"" ""Hot for Teacher,"" ""Drop Dead Legs,"" and ""I'll Wait."" To a large extent, it was 1984 that set the standard for '80s pop metal, and David Lee Roth who set the standard (or takes the blame, depending on your point of view) for the aggressively good-time attitude most pop-metal bands took for their own. --Genevieve Williams"
26,9562910334,1984,,AURQTR6LF0WYS,Jose Marval,1/1,5.0,1286150400,"Awesome Novel, one of the best Ive read","I see 1984 not only as the classic book people read for its metaphoric view of politics and history, but as a great novel as well. Its a highly entertaining book that makes you think and wonder, excellently written from beggining to end.If you have not read it, consider its among the best novels ever written, and one great page turner too.HIGHLY RECOMENDED"
27,9562910334,1984,,A1ZU4FK1OQR5P6,Amanda,3/3,4.0,957916800,A Mind-Boggling Read,"1984 was the most mind-boggling book I read. George Orwell'simagination captivated the mind throughout the novel. One constantlyforgot that Orwell was a man of the 1940s writing his view of what the world would be like in 1984. It was amazing to read Orwell's perception of the future in such vivid detail. This is the story of an entirely new world. Just as people thought that the world would become utter chaos in our far future, the year 2000, George Orwell believed that in his far future, 1984, there would only be three superstates in existence: Eastasia, Eurasia, and Oceania and the world would live under complete government control. ...The totalitarian government present in Orwell's novel is in many ways similar to those which have existed throughout history in Russia, China, Germany, etc. It is fascinating to think how Orwell was impacted by the events going on around him. This novel was the means by which George Orwell warned the nations of the possibility of complete loss of individualities and freedoms. 1984 screams to be read by all. It is a disturbing leap into the reality that these circumstances could come to be, but it is also a novel of great imagination and creativity and tells a story that one could never forget."
28,9562910334,1984,,A76T8DP8P16E,Rod Serling,12/21,1.0,1342656000,1984: The Ministry of Truth Edition,"ISBN: 978-0-451-52493-5Let me start by saying that 1984 is my favorite book of all time. I want to be buried with this book...but this version leaves something to be desired.I recently purchased the Signet Classic paperback version, which is one of those taller (7 1/2"" X 4 1/4"") paperbacks that started appearing in recent years. I started reading it and noticed there was something subtly different about it. It turns out that my version has been altered. Words that originally had an English (British) spelling in the original, have now been Americanized. Just on the first page, coloured has been changed to colored; moustache to mustache and metre to meter.Now, to some people this may seem like a small thing. To me though, this is aggravating...possibly disturbing. Did the American publishers think that Americans aren't smart enough to read it with the English spelling of some words? The odd thing is that while they altered the British spelling, they left in words that are typically British like: flat (apartment) and lift (elevator)...and again these are just on the first page.To me this is akin to a British film that gets distributed in the US, then the US film distributor decides that they need to overdub a British actor's voice with an American's because they're worried your average Americans wouldn't understand the film.I have found out that there is a Penguin version offered that is the original un-dumbed down version. It's located here:Nineteen Eighty-Four (Penguin Modern Classics)"
29,9562910334,1984,,A2ENIQZX6VJYUM,J. Robinson,2/2,5.0,1133308800,More Than Just Fiction,"Most lists of top fiction of the 20th century place this book in the top 10.Is this the future? The book is a social warning of sorts written by Orwell about the extreme directions that governments might take its citizens. The book follows the Nazi era of WWII, and the socialist revolutions in Russia and China. Orwell got his original idea from reading H.G. Well's ""Utopia"" written 50 years earler. Here he takes the concept a step farther with a breakdown of the government to become a flawed and highly controlling socialist society run by the political elite.This is a very interesting book that should be read along with the author's other book Animal Farm. I read the book and saw the VHS starring Hurt and Burton which is mostly a faithful representation of the book - and a good movie in color.Once the smoke and rhetoric clears this is essentially a love story about a man living in what appears to be a communist society or perhaps the National Socialists that has evolved into a tightly controlled and hero worshipping society, i.e.: pictures of the leader (""B.B."") big brother are omnipresent and everyone wears similar blue overalls, eats similar food, etc. Big brother has taken on a persona similar to Stalin or Mao and like those totalitarian communist societies, the misfits or independent thinkers or small business people are banished to camps or simply killed. Propaganda is the norm and (again) like similar 20th century communist countries history is re-written almost daily to reflect the current whims of the leaders.Unlike many imperfect countries including most western countries and other free countries that have survived the upheavals of the 20th century, we are subject to government propaganda and media bias but we are free to turn off our TV sets, not read the papers, buy any book that we so desire, have religious freedoms or free to be agnostics, and choose to protest and vote as we see fit. This is all lacking in 1984 where society is strictly controlled. Each TV is interactive and monitors the owner for deviations from the accepted patterns of behaviour; it is connected with the ""thought police"", and is turned on all the time to monitor the citizens. Only high party members have the luxury of turning off their interactive TV connected to the ""thought police"" and drinking wine and participating in the normally accepted pleasures of life. As we read in the book Animal Farm, the utopian ideals of a perfect society are replaced by the corruption brought on by absolute power.The ""average citizens"" including our hero in 1984 are subject to a continuous stream of propaganda about external armed conflicts, false production figures to offset real material shortages, criminal activities against big brother and the party, confessions of party members gone astray, etc. They cannot read independent books or articles. Such books, that would expose the government propaganda for what it is, are all banned. People who do not conform are routinely arrested and hung at public hangings - that are televised seemingly daily.The plot is sinister in that the ruling party members use thought control and torture to manipulate the masses including our hero, so the citizens lose most of their human qualities and are zombie like. This is a chilling movie about how a society can take a wrong turn.Written by George Orwell late in his short life, this remains a compelling and unusual read about a society gone mad. It is a ""must read"" work of 20th century fiction."
30,9562910334,1984,,,,0/0,5.0,924134400,"Orwell is magnificent, however...","Another Orwell Down the Road? What Orwell did with 1984 is truly amazing. Look around you today, Big Brother has all but come into existence. They are watching you! Who is watching me? You will find out soon enough. I'm still shivering at the thought. Thank you Mrs. Hanthrop-Fifteen years later I finally did read this book and absolutely loved it. But I must say that was then, this is now. Now I have found the next generation man of insight and novel for my time. Mind Bomb, by John Mayer is comparable to 1984 or Stephen King's The Stand to which Mayer takes this ""More is NOT better"" idea concerning the awesome deluge of people in the world and really makes you wonder if everything is going to fall apart. Or if there is someone out there ready to rise up and make certain it will. I highly recommend both books. Please read them, but note that Mind Bomb is only available at Xlibris.com.E-Mail me if you have trouble finding it"
31,9562910334,1984,,,,0/0,4.0,1199664000,Orwells dark but good book,"George Orwell's, ""1984"", is a classic and detailed adventure that will leave you asking for more. The story is set in London where Winston, the main character, works for big brother. But he soon finds himself questioning Big Brother and how he works.For a while Winston tried to blend in with the crowd and not really stand out. But when Winston starts to remember his childhood, he begins to question Big Brother. Winston soon finds himself wondering what life was like before big brother. But unless he takes a real chance, he has no way of changing anything.One flaw I found with the book was its detail. I like a lot of detail, but this book overdid it. I would soon found myself thinking about other things and not the book."
32,9562910334,1984,,ARR92XMJVBGQQ,Seth Kindel,0/0,5.0,1360972800,Masterpiece,A great page turner. Featuring one of the most creative plot lines i have ever read. Amazing imagery. Great characters.
33,9562910334,1984,,A29HHD1M6QPCWX,sr,1/1,5.0,1360022400,Very relavent,"this book is timeless, and very relevant for current situation with the marxists destroying my Constitution and the marxist controlled media assisting and not reporting violations, and hindering the flow of information."
34,9562910334,1984,,AD6HOIH67EY5W,glydee22@aol.com,0/0,5.0,931219200,The greatest novel of the 20th century,"Simply put, I beleive 1984 to be the greatest piece of writing of the 20th century."
35,9562910334,1984,,AGZ7T67MMIIHJ,"Jeffery Sweeney ""Jeff""",0/0,5.0,1158019200,Best Dystopian Literature,"Many readers will love the way that Orwell is able to paint a vivid if bleak picture of the futre of London. In this masterpiece of dystopian literature, you will find yourself questioning everything that happens in the book. From the perceived reality to the altered history, it is difficult to tell what is real and what is planned. This is also the brilliance of the book since you are able to feel as Winston does, never quite sure what the Truth is. For those that are fans of dystopian lit and even casual readers, 1984 will grip you from the beginning until the ultimate end."
36,9562910334,1984,,A1DYI06T7GEGB7,S. Key,2/2,5.0,1276128000,Brilliant Piece of Literature,This is a wonderful book that describes a dramatically dark world ruled by Big Brother. Orwell uses vivid imagery to show you an exaggerated world where government has been given too much power. Orwell warns the reader of what government could become without the balance of power. A brilliantly written piece of literature that everyone should read at least once.
37,9562910334,1984,,A6NJ1GAUXC1JW,A Customer,2/2,5.0,1101081600,"Quite Possibly, the 20th Century's Most Important Book","It is easy to see why Orwell envisioned the world he did in 1948; the year he wrote the immortal ""1984."" The world was already in fact, engulfed in a period of total warfare. (Many historians now consider WWI & WWII to be a single event - a first and second act, if you will, of the most deadly struggle in the history of the earth, with a cooling down period or intermission, in between...).Even WWII never actually resulted in any kind of resolution or conclusion, but rather, settled into an uneasy ""truce"" involving a new confrontation that rose out of the ashes of post-war Europe and Asia, between Soviet Russia, China, and their communist allies, and the United States, and (what remained) of western powers - namely, France & Britain.The events of Korea were looming large and the cold war was about to get very hot, played out on the stage of the Korean Penninsula. Framed as a ""UN intervention"" supporting South Korea against invasion from the North, the Korean war was less than a year away when ""1984"" was first published: an event that was nothing short of a direct military confrontation between the United States and China and the Soviet Union which nearly became WWIII.Moreover, a substantial percentage of the world's population was already under the direct control (China & USSR), or at the very least, the yoke (North Korea, Mongolia, Eastern Europe, etc.,) of oppressive, bloody supreme dictatorships led by cult-of-personality leaders in Mao and Stalin.Meanwhile, American Democracy faced its greatest crisis since the Civil War, during the Korean conflict. General MacArther - a figure beloved by the American people of an almost ""God-like"" status challenged President Truman by publicly advocating the use of nukes against China and escalating Korea into an all-out war with the Communists.In the ensuing showdown the American people and press sided with MacArthur, villainizing Truman. As we all know, MacArthur, dismissed by Truman, stepped down and peacefully abdicated his position. In retrospect, the wisdom of Truman's policy was obvious, but fortunatley for all the world, the maligned president, Truman - despite the frightening times - kept his sanity, stuck to his guns, and made the politically unpopular decision of keeping Korea an isolated conflict and standing up to MacArthur...If not for Truman (and MacArthur's decision to obey the Commander and Chief), it is frightening to imagaine just how close the world Orwell predicted could've come to fruition.Orwell's analysis and predictions of the fate of human nature, society, and politics contained in 1984 are absolutely piercing and frightening. This book should be required reading (where it isn't already) in U.S. high schools and universities (or for that matter, the world's educational institutions). Orwell teaches us, in shocking, disturbing prose, that the freedoms and liberties that we all take for so much granted everyday, are much more precarious than we presume. Indeed, at times, their fate hangs in the balance. The price of protecting freedom and liberty depends on nothing less than the eternal vigilance of an informed, invested, and educated populace.1984, in my opinion, stands as the most important novel written in the 20th Century."
38,9562910334,1984,,A3J7QTHYIZ3XQT,J. Lindsay,0/0,5.0,1025654400,A twisted eery tale,This is one of the most disturbing stories ever written. But it is done so perfectly. If you want to read about messed up polatics and a twised state of human affairs than this is the book to read. It had parts where my brian would tingle as it talked about the economics behind war the the strength in developing a conflict. It was truely remarkable. A very influencial peice of literature.
